Company ID	Company Name (Korean)	Company Name (English)	기업설명	매출	누적투자금액 (억원)	직원수	카테고리	키워드
CP00019160	큐뱅	KYUBAENG CO.,LTD.	결제용 QR 코드 통합 중계 솔루션을 제공하는 기업	26102000	None	11	금융/보험/핀테크	결제/페이먼트,하드웨어,B2B,플랫폼/마켓플레이스
CP00011680	몽가타	MONGATA.	수면보조 기능성 침대 브랜드 및 수면정보 서비스 '몽가타'를 운영하는 기업	165147000	None	1	홈리빙/펫	가구,매트리스,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,슬립테크,수면
CP00016131	큐빅아이	CUBICI INC.	AI 기반 온라인 쇼핑몰 통합관리 서비스를 제공하는 기업	None	None	2	인사/비즈니스/법률,통신/보안/데이터,AI/딥테크/블록체인	경리/경영관리,데이터,프로그래밍개발,인공지능,B2B,WEB,소프트웨어
CP00013076	스마디안	SMADIAN CO.,LTD.	영유아 대상 모니터링 서비스 '아이나니''를 운영하는 기업	138049000	None	1	헬스케어/바이오,유아/출산	돌봄,유아용품,B2C,유아동,APP,WEB,상품/하드웨어,소프트웨어
CP00013384	오터시티	OTEO CITY CO.,LTD.	온라인 브랜드를 위한 팝업 스토어 서비스를 제공하는 기업	264318000	None	0	부동산/건설	디자인,도시재생,프롭테크,상권분석,B2B,교육/컨설팅/용역,공간,O2O,오프라인매장
CP00010864	라온즈	LAONZ CO., LTD.	ICT 기술 기반 반도체 및 소프트웨어 플랫폼을 개발하는 기업	4073680000	None	2	헬스케어/바이오,제조/하드웨어	바이오/의료,의료기기,반도체,소재,기계장비,제조기술,B2B,상품판매/브랜드/하드웨어,상품/하드웨어
CP00012331	에스앤비소프트	SNB SOFT CO.,LTD.	공간정보 및 문화관광 컨텐츠 솔루션을 제공하는 기업	885148000	None	1	모빌리티/교통,통신/보안/데이터	지도/네비게이션/GPS,GIS/지리정보,공간정보,통신/네트워크/5G,프로그래밍개발,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API
CP00002497	커넥틀리	CONNECTLY CO.,LTD	유아동 쇼핑몰 플랫폼 '찜콩'을 운영하는 기업	223097000	None	2	유아/출산	유아동복,유아용품,B2C,플랫폼/마켓플레이스,APP,O2O
CP00018184	하이드어웨이	HIDEAWAY CO., LTD.	스트리트 캐주얼 패션 브랜드 '라이프워크'를 운영하는 기업	162108963000	None	204	커머스,패션	이커머스,의류,패션잡화,B2C,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어
CP00010675	듀이랩스	DYULEELAEPSEU CO.,LTD.	포이컵, 오이사 벨 등 페미닌 헬스케어 제품 개발 및 브랜드 '오이사'를 운영하는 기업 	242999000	None	None	커머스,헬스케어/바이오	이커머스,여성용품,위생용품,제조기술,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,여성창업 
CP00018518	케이포시큐리티	K4-security Co.,Ltd.	블록체인 기반 SSI 시스템을 통한 자기 주권형 신원인증 기술을 개발하는 기업 	1379761000	None	11	AI/딥테크/블록체인	데이터,보안/암호화,블록체인기술,web3.0,B2B,소프트웨어
CP00018250	위드랜드	WITHLAND CO.,LTD.	반려견 전문 토탈 서비스 '위드랜드'를 운영하는 기업	1466289000	None	14	여행/레저,홈리빙/펫	미용실,숙박,펫케어/펫테크,B2C,WEB,공간,오프라인매장,커피,외식
CP00018393	아이다코스메틱	Aida Cosmetics Co.,Ltd.	스킨케어 브랜드 '아이다'를 운영하는 기업	1788094000	None	9	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00017715	크레오코리아	CREOKOREA INC.	푸드테크 기반 자율조리 시스템 주방 '에이트키친'을 제공하는 기업 	2210695000	None	9	푸드/농업	로봇,하드웨어,소프트웨어
CP00017803	피넛테크	PINUT TECH CO.,LTD.	빅데이터 기반 타게팅 광고 솔루션 '애드피넛'을 운영하는 기업	3162809000	None	3	광고/마케팅,통신/보안/데이터	마케팅솔루션,빅데이터,B2B,광고,교육/컨설팅/용역
CP00016906	율사이트	YULSIGHT INC.	디자인 서비스 플랫폼 '율사이트', 가치소비 라이프스타일 커머스 '프릿지'를 운영하는 기업	137854000	None	6	커머스,콘텐츠/예술	이커머스,디자인,비건,가공식품,의류,패션잡화,스킨케어/클렌징,생활용품/소품,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,ESG
CP00016925	루디벨	LUDIBELL INC.	클래식 음악 및 동화 AR 콘텐츠 서비스 '루디벨아티스트'를 운영하는 기업	None	None	4	콘텐츠/예술,교육	음악,VR/AR,B2C,APP,콘텐츠,교육/컨설팅/용역,에듀테크
CP00016802	샵플링	SHOPLING CO.,LTD.	쇼핑몰 통합관리 솔루션 '샵플링'을 운영하는 기업	2211891000	None	17	커머스,통신/보안/데이터	이커머스,프로그래밍개발,B2B,WEB,소프트웨어,데이터/API
CP00016565	퍼플러스	PURPLUS	키즈 코스메틱 브랜드 '코코힐리'를 운영하는 기업	4463117000	None	7	커머스,뷰티/화장품,유아/출산	이커머스,색조/메이크업,헤어/바디,B2C,유아동,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00016484	스텔라앤	STELLA& INC.	AI 기반 콘텐츠 번역 서비스 '비튜'를 운영하는 기업	303680000	None	6	콘텐츠/예술,인사/비즈니스/법률,AI/딥테크/블록체인	웹툰/만화,마케팅솔루션,통번역,인공지능,B2B,콘텐츠
CP00016058	나인투랩스	NINETWOLABS INC.	게임 서비스 개발 및 블록체인, 스마트 컨트랙트 자문 서비스를 제공하는 기업	881593000	None	8	게임,통신/보안/데이터,AI/딥테크/블록체인	전략시뮬레이션,캐주얼게임,프로그래밍개발,블록체인기술,B2B,소프트웨어,교육/컨설팅/용역
CP00015485	위안소프트	WE AND SOFT CO.,LTD.	동영상 솔루션을 제공하는 기업	1814041000	None	10	콘텐츠/예술,통신/보안/데이터,AI/딥테크/블록체인	미디어,영상/비디오,모바일기술,프로그래밍개발,인공지능,B2B,소프트웨어,스트리밍
CP00015096	굿라이프랩	GOODLIFE LAB INC.	소셜 멘탈 웰니스 솔루션 '베터리'를 운영하는 기업	339613000	None	5	헬스케어/바이오	심리상담/정신건강,진단/검사,데이터,플랫폼/마켓플레이스,WEB,교육/컨설팅/용역
CP00015233	크래블	CRABLE CO.,LTD.	텔레매틱스 기반 단말 농기계 솔루션 '하이오비디'를 운영하는 기업	615422000	None	9	푸드/농업,모빌리티/교통	진단/검사,농업,기계장비,자율주행,B2B,B2C,SaaS/엔터프라이즈,APP,WEB
CP00015304	이씨에스텔레콤	ECS Telecom Co.,Ltd.	컨택센터 및 화상회의 솔루션을 제공하는 기업	None	None	210	인사/비즈니스/법률,AI/딥테크/블록체인	CRM,협업툴/생산성,화상회의/리모트워크/원격근무,클라우드,인공지능,B2B,SaaS/엔터프라이즈
CP00015331	퓨렌스	FURENCE CO.,LTD.	콜센터 통합 솔루션을 제공하는 기업	4540372000	None	42	인사/비즈니스/법률,통신/보안/데이터	CRM,클라우드,프로그래밍개발,B2B,소프트웨어
CP00014859	월급날	PAY DAY CO.,LTD.	급여 업무 대행 서비스를 제공하는 기업	None	None	60	금융/보험/핀테크,인사/비즈니스/법률	결제/페이먼트,인사솔루션,경리/경영관리,B2B,B2C,WEB
CP00014919	피앤씨테크놀로지	PNC TECHNOLOGY CO.,LTD.	기계식 주차장 운영 솔루션 '파프리카'를 운영하는 기업	640641000	None	5	모빌리티/교통	IoT,주차,B2C,플랫폼/마켓플레이스,예약
CP00014938	단비아이엔씨	DANBEE INC.	인공지능 챗봇 빌더 서비스 '단비AI' 및 챗봇 교육플랫폼 '에이아이런' 등을 운영하는 기업	923548000	None	7	교육,AI/딥테크/블록체인	정기구독,초등교육,청소년교육,인공지능,B2B,B2C,구독,WEB,교육/컨설팅/용역,에듀테크,챗봇
CP00014518	에디스바이오텍	EDIS BIOTECH CO.,LTD.	항암 치료제 및 소화기 질환 신약을 개발하는 기업	0	None	8	헬스케어/바이오,제조/하드웨어	영상/비디오,바이오/의료,암,신약,진단/검사,의료기기,제조기술,하드웨어,B2B,단백질
CP00014279	스텔스솔루션	Stealth Solution Co.,Ltd.	지능형 보안 플랫폼을 제공하는 기업	676559000	None	12	통신/보안/데이터	메세지 ,안전,보안/암호화,프로그래밍개발,B2C,소프트웨어
CP00013854	스페이스엘비스	SEUPELEESEUELBISEU CO.,LTD.	CG 및 VFX 기반 XR 콘텐츠를 개발하는 기업	4610413000	None	15	콘텐츠/예술,AI/딥테크/블록체인	미디어,전시,3D그래픽/CG,VR/AR,B2B,콘텐츠,버추얼 휴먼
CP00014111	그랫	GRAT CORP.	반려동물 대상 모빌리티 서비스 '펫택시'를 운영하는 기업	510676000	None	5	홈리빙/펫,모빌리티/교통	펫케어/펫테크,택시,B2C,거래수수료,APP
CP00014138	핏투비	PITTUBI CO.,LTD.	피트니스 회원관리 프로그램 '핏투비'를 운영하는 기업	402846000	None	6	피트니스/스포츠	PT/피트니스,필라테스/요가/스트레칭,스포츠/운동,ERP/그룹웨어,B2B,B2C,SaaS/엔터프라이즈,APP,O2O,비대면/무인시스템/Untact,예약
CP00014153	라이프위드코퍼레이션	LIFE WITH CORPORATION INC.	코스메틱 브랜드 '피캄'을 운영하는 기업	None	None	41	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,헤어/바디,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어
CP00013557	스포첵	SPOCHAEK CO.,LTD.	근막 이완 도구, 영양제를 개발 및 제작하는 기업	3422179000	None	6	헬스케어/바이오,제조/하드웨어,피트니스/스포츠	PT/피트니스,스포츠/운동,제조기술,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00013673	비씨디코퍼레이션	BCD CO., LTD.	명품 병행 수입 커머스 '밀라노상인'을 운영하는 기업	18519273000	None	11	커머스,패션	이커머스,의류,패션잡화,명품/중고명품,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,상품/하드웨어
CP00013684	블로코엑스와이지	BLOCKO XYZ CO., LTD.	웹3.0 기반 블록체인 명함 서비스 ‘CCCV’를 운영하는 기업	1586920000	None	21	소셜미디어/커뮤니티,AI/딥테크/블록체인	SNS,커뮤니티,블록체인기술,web3.0,B2C,플랫폼/마켓플레이스
CP00013708	브릴라	VRillAR Co.,Ltd.	3D콘텐츠 및 메타버스 구축 서비스를 제공하는 기업	897897000	None	8	콘텐츠/예술,AI/딥테크/블록체인	3D그래픽/CG,VR/AR,B2B,콘텐츠,교육/컨설팅/용역,메타버스 
CP00013763	아키사운드	Aki Sound Co.,Ltd.	맞춤형 음향 시공 서비스를 제공하는 기업 	7719534000	None	8	콘텐츠/예술,제조/하드웨어	음악,기계장비,제조기술,B2B,상품판매/브랜드/하드웨어
CP00012291	크라우드에듀케이션	KEURA WOOD EDUCATION CO.,LTD.	코딩 부트캠프 플랫폼 '바닐라코딩'을 운영하는 기업	970673000	None	5	교육,통신/보안/데이터	성인실무교육,프로그래밍개발,B2C,용역,WEB,교육/컨설팅/용역,에듀테크,코딩
CP00012130	엔코아	EN-CORE CO.,LTD.	데이터 컨설팅 및 통합 관리 솔루션을 제공하는 기업	25770312000	None	159	통신/보안/데이터,AI/딥테크/블록체인	데이터,프로그래밍개발,빅데이터,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역,데이터/API
CP00010804	가인지캠퍼스	GAINJI CAMPUS CO.,LTD.	OTT 기반 기업 컨설팅 서비스 '가인지캠퍼스'를 운영하는 기업	3941946000	None	52	교육,인사/비즈니스/법률	영상/비디오,성인실무교육,비대면교육,조직관리/조직문화,WEB,교육/컨설팅/용역,에듀테크
CP00004623	인포인		웹기반 3D 콘텐츠 구현 솔루션 '쓰리디알' 및 디지털트윈 솔루션 ‘BeyonD’를 제공하는 기업 	2621683000	None	52	콘텐츠/예술,통신/보안/데이터,AI/딥테크/블록체인	데이터,프로그래밍개발,3D그래픽/CG,B2B,WEB,소프트웨어,콘텐츠
CP00001093	트래볼루션	Travolution Co.,Ltd.	글로벌 온라인 여행사 통합 관리 플랫폼 '뱅크 오브 트립'을 운영하는 기업	5029833000	None	11	여행/레저	숙박,항공권,여행정보,레저/액티비티,B2C,용역,APP,WEB,교육/컨설팅/용역,O2O,구독경제,null
CP00000655	글로리바이오텍	Glory Biotech Corp.	난치병 진단 시스템 연구, 개발 및 간편한 면역세포 진단 검사 기기 '지비티솔 아이카'를 제조하는 기업	2027827000	None	8	헬스케어/바이오,제조/하드웨어	바이오/의료,진단/검사,의료기기,제조기술,B2B,상품판매/브랜드/하드웨어,상품/하드웨어
CP00000659	블루컴	BLUE COM CO.,LTD.	IT 기술 기반 인프라 컨설팅 및 재난관리 솔루션을 제공하는 기업	7227880000	None	24	통신/보안/데이터	데이터,클라우드,프로그래밍개발,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역
CP00000761	지오코칭	GO COACHING CO.,LTD.	진로 관련 교육 프로그램을 개발 및 제공하는 기업	1647297000	None	18	교육	성인실무교육,B2B,B2C,용역,WEB,교육/컨설팅/용역,여성창업 ,에듀테크
CP00000778	정글엠앤씨	JUNGLE M&C CO.,LTD.	마케팅 대행사로 마케팅 솔루션 및 컨설팅을 제공하는 기업	1704395000	None	7	광고/마케팅	마케팅솔루션,B2B,용역,콘텐츠,교육/컨설팅/용역
CP00000800	포인트파크	Point Park Co.,Ltd.	카드사, 증권사, 정유사 포인트 및 마일리지를 모아 사용할 수 있도록 하는 플랫폼 기업	3447919000	None	19	커머스	이커머스,모바일기술
CP00000807	포스트핀	Post fin Co.,Ltd.	영화 후반작업 및 컨설팅을 지원하는 인디 영화 전문 배급사	1140603000	None	15	콘텐츠/예술	영화,교육/컨설팅/용역
CP00000831	선을만나다	MEET THE SUN INC.	정부 중앙부처와 산하기관, 스타트업의 홍보기획과 대행 기업	1397522000	None	12	광고/마케팅	마케팅솔루션,교육/컨설팅/용역
CP00018800	비아코리아	VIA KOREA LTD.	쿠폰 플랫폼 서비스 '원쿠폰'을 운영하는 기업	3121339000	None	6	광고/마케팅	마케팅솔루션,B2B,B2C,플랫폼/마켓플레이스,광고,APP,WEB
CP00018946	헤지호그	HEDGEHOG, INC.	항암 신약을 개발하는 기업 	17000000	None	None	헬스케어/바이오	바이오/의료,암,신약,B2B
CP00015776	이노컨텍	LEENOKEONTAEK CO.	질량유량계 컨트롤러 관련제품 및 산업용 전자제어 제품을 제조하는 기업	589233000	None	None	제조/하드웨어	제조기술,하드웨어,B2B,교육/컨설팅/용역
CP00017355	우정물류사업	FRIENDSHIP LOGICS CO., LTD.	AI 기반 스마트물류 서비스를 제공하는 기업	3048809000	None	7	물류,AI/딥테크/블록체인	물류솔루션,배송,인공지능,B2B
CP00014035	그레이토터스	GRAY TORTOISE INC.	부동산 위험도 분석 플랫폼 '안전한 부동산을 부탁해'를 운영하는 기업	26763000	None	None	부동산/건설	부동산중개,임대,프롭테크,빅데이터,B2C,플랫폼/마켓플레이스,APP,WEB
CP00018773	엠이티라이프사이언스	MET LIFE SCIENCES CO., LTD.	Lipid nanoparticle (LNP) 기술 기반 단백질 섬유증 치료제를 개발하는 기업 	None	None	5	헬스케어/바이오	바이오/의료
CP00014067	플랫폼위즈컴퍼니	PlatformWiz Company Co.,Ltd.	프리랜서 및 클라이언트 연결 플랫폼 '프리랜서코리아'를 운영하는 기업	53123000	None	0	인사/비즈니스/법률	구인구직/채용,B2B,B2C,플랫폼/마켓플레이스,용역,WEB
CP00018704	아이즈커뮤니케이션즈	Izcomms Co.,Ltd.	블로그 체험단 서비스 '리뷰플레이스'를 운영하는 기업	11901974000	None	71	광고/마케팅	리뷰,마케팅솔루션,바이럴마케팅,B2B,B2C,플랫폼/마켓플레이스,광고,APP,WEB
CP00010274	바이앱스	By Apps Co.,Ltd.	쇼핑몰 앱 제작 플랫폼 '바이앱스'를 운영하는 기업	1478264000	None	8	광고/마케팅,통신/보안/데이터	모바일기술,B2B,플랫폼/마켓플레이스,WEB
CP00011064	제이에프파트너스	JF PARTNERS CO.,LTD.	운전 교육용 시뮬레이션 소프트웨어 및  체감형 시뮬레이터 서비스 '고수의 운전면허'를 개발하는 기업	4937420000	None	2	모빌리티/교통,통신/보안/데이터	지도/네비게이션/GPS,GIS/지리정보,공간정보,프로그래밍개발,B2B,B2C,상품판매/브랜드/하드웨어,렌탈/대여,상품/하드웨어,소프트웨어,콘텐츠
CP00012974	아니벌써	ANIBEOLSUH CO.,LTD.	위치 기반을 활용한 식품 바로 배송 서비스를 운영하는 기업	None	None	2	커머스,푸드/농업	이커머스,신선식품,가공식품,B2C,상품판매/브랜드/하드웨어,WEB
CP00017679	티씨컴퍼니	TC COMPANY CO.,LTD.	교육 콘텐츠 큐레이션 서비스 '에듀립'을 운영하는 기업	1974810000	None	10	콘텐츠/예술,교육	큐레이션,초등교육,청소년교육,B2C,플랫폼/마켓플레이스,WEB,콘텐츠
CP00016696	코드스토리	CODE STORY CO.,LTD.	언리얼엔진 기반 3D 그래픽을 이용해 메타버스 플랫폼을 개발하는 기업	344854000	None	7	AI/딥테크/블록체인	캐주얼게임,인공지능,3D그래픽/CG,B2B,APP,콘텐츠,교육/컨설팅/용역,메타버스 ,에듀테크
CP00016198	위밋업스포츠	WIMITEOP SPORTS CO.,LTD.	여성 및 아동 대상 스포츠 플랫폼 '위밋업스포츠'를 운영하는 기업	438604000	None	7	커머스,교육,피트니스/스포츠	이커머스,스포츠/운동,취미교육,B2C,유아동,여성,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,교육/컨설팅/용역,오프라인매장
CP00015598	엔씨엑스	NCX CO., LTD.	간편식 브랜드 '핑크테이블'을 운영하는 기업	5430725000	None	0	커머스,푸드/농업	이커머스,간편식/HMR,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,D2C
CP00015718	레지	Rezi Co.,Ltd.	AI 기반 이력서 자동 작성 서비스를 제공하는 기업	217903000	None	10	인사/비즈니스/법률,통신/보안/데이터,AI/딥테크/블록체인	문서작성,인공지능,B2C,WEB,소프트웨어
CP00015189	와이비즈	WHYBIZ CORP.	토양 수분 상태 측정 및 자동 급수 시스템 '화수분'을 개발하는 기업	None	None	8	제조/하드웨어,통신/보안/데이터,AI/딥테크/블록체인	농업,IoT,제조기술,태양광,보안/암호화,통신/네트워크/5G,클라우드,하드웨어,비전센싱/영상인식/센서,B2B,ESG
CP00014241	글로지	GLOZ INC.	콘텐츠 자막 및 번역을 통한 현지화 서비스를 제공하는 기업	7282094000	None	29	콘텐츠/예술,인사/비즈니스/법률	영화,영상/비디오,드라마,웹툰/만화,MCN/크리에이터,통번역,B2B,B2C,WEB,콘텐츠,웹소설
CP00013786	페르미	FERMI CO., LTD.	실시간 영상 공유 프로그램 기반  비대면 상담 서비스 '코뷰' 등을 제공하는 기업	2948685000	None	30	콘텐츠/예술,AI/딥테크/블록체인	영상/비디오,스마트폰,B2C,WEB,교육/컨설팅/용역,비대면/무인시스템/Untact
CP00012967	에스씨지랩	SCG Lab. Co.,Ltd.	모바일 기반 가스, 에너지 관련 정보 제공서비스 '가스앱' 및 '가스락'운영하는 기업 	5078394092	None	36	환경/에너지	데이터,APP,WEB,ESG,챗봇
CP00012465	야타브엔터	Yatav Enter Co.,Ltd.	메타버스 기반 심리상담 플랫폼 '메타포레스트'를 운영하는 기업	939780000	None	18	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,심리상담/정신건강,인공지능,VR/AR,B2B,SaaS/엔터프라이즈,소프트웨어
CP00012234	에소코	ESOKO CO.,LTD.	남성 대상 건기식 브랜드 '에소코'를 운영하는 기업	1355848000	None	5	커머스,헬스케어/바이오,제조/하드웨어	이커머스,건강기능식품,제조기술,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00012050	두두스토리	Doodoo Story Co.,Ltd.	영유아 대상 도서 및 교구 브랜드 '두두스토리'를 운영하는 기업	3726788000	None	11	커머스,제조/하드웨어,유아/출산	이커머스,유통,유아교육,제조기술,장난감/완구,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00011310	제이에스벤처스	JS VENTURES CO.,LTD.	화장품 브래드 '네이처카인드'를 운영하는 기업	20901200000	None	13	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,색조/메이크업,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어
CP00011086	무브칠팔	Moove78 Co.,Ltd.	타이어 판매, 관리 및 교체 브랜드 '타이어플라이'를 운영하는 기업	363680000	None	5	커머스,제조/하드웨어,모빌리티/교통	이커머스,부품,제조기술,정비,교통솔루션,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,O2O
CP00010816	언네임드	UNNAMED CORP.	향수,디퓨저,캔들 등 향기 브랜드 '리베르'를 운영하는 기업	3346808000	None	8	커머스,뷰티/화장품	이커머스,향수,B2C,상품판매/브랜드/하드웨어,상품/하드웨어,D2C
CP00010308	알차다	RCHADA CO.,LTD.	신차 금융가격 비교 서비스 플랫폼 '알차다 다이렉트'를 운영하는 기업	6842625000	None	14	모빌리티/교통	신차,B2C,플랫폼/마켓플레이스,APP,데이터/API
CP00004074	위드케이에이씨		플라즈마 및 자외선 살균장치를 개발 및 제조하는 기업	334541000	None	3	제조/하드웨어,환경/에너지	기계장비,제조기술,하드웨어,B2B,상품판매/브랜드/하드웨어,상품/하드웨어,코로나
CP00002652	팡홀딩스	PANG HOLDINGS	광고마케팅 기반 영상/홈페이지/디자인 제작 및 자체 브랜드를 운영하는 기업	730455000	None	5	커머스,뷰티/화장품,광고/마케팅	이커머스,유통,스킨케어/클렌징,헤어/바디,애드테크,마케팅솔루션,B2B,B2C,상품판매/브랜드/하드웨어,용역,WEB,상품/하드웨어,콘텐츠,교육/컨설팅/용역
CP00001099	쿼럼바이오헬스케어	Quorum Bio Healthcare Co.,Ltd.	쿼럼센싱 억제 기반 신약, 의료기기, 건강기능식품을 개발하는 기업	637688000	None	5	커머스,헬스케어/바이오	이커머스,바이오/의료,신약,의료기기,건강기능식품,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00001277	멜로우밋	MELLOWMEAT CO., LTD.	게임 소프트웨어 개발 전문기업	160661000	None	0	게임,통신/보안/데이터	프로그래밍개발,소프트웨어
CP00000976	코리안프렌즈	KOREAN FRIENDS. CO.,LTD	한류 기반 의류 및 화장품 사업을 하는 기업	6133448000	None	17	커머스,패션,뷰티/화장품	이커머스,유통,의류,스킨케어/클렌징,색조/메이크업
CP00013664	컴앤스테이	COME & STAY CO.,LTD.	청년주거 검색 플랫폼 '컴앤스테이'를 운영하는 기업	1744977000	None	2	부동산/건설	부동산중개,임대,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,공간
CP00001458	루미	RUMY INC.	일체형 고글마스크 개발 기업	42128000	None	2	제조/하드웨어	웨어러블,상품판매/브랜드/하드웨어,상품/하드웨어
CP00010634	스리체어스	THREECHAIRS	저널 디지털 퍼블리싱 플랫폼 '북저널리즘'을 운영하는 기업	419282000	None	3	콘텐츠/예술	뉴스,라디오,출판,뉴스레터,B2C,플랫폼/마켓플레이스,WEB,콘텐츠
CP00010441	더방픽	THEBANGPICK CO., LTD.	부동산 중개/매물 비교 및 공인중개사 매칭 플랫폼 '방픽'을 운영하는 기업	62091000	None	2	부동산/건설,AI/딥테크/블록체인	부동산중개,프롭테크,인공지능,B2C,플랫폼/마켓플레이스,APP,데이터/API,O2O
CP00011719	팀부스터	TIM BOOSTER CO.,LTD.	부동산 투자정보 플랫폼 '하우스랩', 콜밴 플랫폼 '블랙링크' 등을 운영하는 기업	664957000	None	2	금융/보험/핀테크,모빌리티/교통,부동산/건설	투자,재테크,택시,건축,설계,프롭테크,상권분석,B2C,플랫폼/마켓플레이스,WEB,교육/컨설팅/용역,데이터/API,금융상품,O2O
CP00012890	셀웨이	SELLWAY CO.,LTD.	드랍쉬핑 물류유통 플랫폼 '셀웨이'를 운영하는 기업	34676000	None	0	커머스,물류	이커머스,직구/역직구,유통,물류솔루션,배송대행,B2B,B2C,SaaS/엔터프라이즈
CP00013935	링크식스	LINK6 INC.	기업 및 레이블의 음악 및 미디어 콘텐츠 서비스를 제공하는 기업	524552000	None	2	콘텐츠/예술	미디어,음악,B2B,콘텐츠,교육/컨설팅/용역
CP00018225	크롬이노베이션	CROM INNOVATION.CO., LTD.	가상자산 트레이딩 플랫폼 '아비봇' 및 트레이딩 시스템 '오토트레이딩'을 운영하는 기업	None	None	1	금융/보험/핀테크,AI/딥테크/블록체인	투자,거래소,암호화폐,B2C,거래수수료,WEB
CP00011526	낼나	NELNA INC.	 디지털 문구를 포함한 스마트 라이프스타일 브랜드 '낼나'를 운영하는 기업	2679367000	None	12	콘텐츠/예술	디자인,기타예술,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,WEB,콘텐츠,여성창업 
CP00017642	스크랩	SCLAB CO., LTD.	AI 및 데이터 시각화 생성 플랫폼 'SCLAB'을 제공하는 기업	192524000	None	3	통신/보안/데이터,AI/딥테크/블록체인	데이터,인공지능,B2B,SaaS/엔터프라이즈,구독,소프트웨어
CP00014763	코스모블라썸	COSMO BLOSSOM INC.	비건 화장품 브랜드 '캠퍼스블라썸'을 운영하는 기업	158026000	None	None	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00018213	에이아이프로	AIPRO INC.	AI 기반 식물 인식 기능 플랫폼 '왓캠'을 운영하는 기업	193108000	None	6	AI/딥테크/블록체인	꽃,인공지능,딥러닝/머신러닝,하드웨어,검색/검색엔진,B2B,SaaS/엔터프라이즈,APP
CP00011529	원더베리	WONDEOBERI CO.,LTD.	메타버스 기반 3D 모델링 플랫폼 '허밋'을 운영하는 기업	301101000	None	2	AI/딥테크/블록체인	인공지능,3D그래픽/CG,빅데이터,VR/AR,B2B,플랫폼/마켓플레이스,SaaS/엔터프라이즈,소프트웨어,메타버스 
CP00017964	웰메이드컴퓨터	Wellmade Computer Co.,Ltd.	서버 및 워크스테이션 제작 통합 솔루션을 제공하는 기업	9601226000	None	16	제조/하드웨어,통신/보안/데이터	제조기술,하드웨어,B2B,소프트웨어
CP00017470	자올	JAOL CO.,LTD.	헤어케어 브랜드 '자올'을 운영하는 기업	593402000	None	9	커머스,뷰티/화장품	이커머스,헤어/바디,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00017531	라운컴퍼니	RAUN COMPANY LTD.	생활용품 커머스 '라벨르앙'을 운영하는 기업	1418527000	None	6	커머스,홈리빙/펫	이커머스,생활용품/소품,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00016676	템퍼스	TEMPUS INC.	적외선 센서를 제조하는 기업	975628000	None	27	제조/하드웨어	제조기술,비전센싱/영상인식/센서,B2B
CP00013896	바른손랩스	BARUNSON LABS CO., LTD.	NFT 미술품 거래 플랫폼 '엔플라넷'을 운영하는 기업	1327000	None	6	콘텐츠/예술,AI/딥테크/블록체인	디자인,거래소,보안/암호화,블록체인기술,NFT/NFT거래소,B2C,플랫폼/마켓플레이스,거래수수료,WEB,기타DeepTech
CP00013085	온닥터	OND OCTOR, INC.	비대면 기반 진료 및 약배달 O2O 플랫폼 '온닥터'를 운영하는 기업	1816035000	None	4	커머스,헬스케어/바이오	이커머스,바이오/의료,원격진료,병원정보,B2B,B2C,플랫폼/마켓플레이스,거래수수료,APP,O2O,비대면/무인시스템/Untact
